FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R10818								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1082								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10821								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10823								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10824								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10828								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1083								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10830								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10832								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10833								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10836								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10838								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10839								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1084								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10842								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10843								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10845								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10846								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10848								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1085								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10852								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10857								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10858								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1086								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10860								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10864								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10866								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1087								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10870								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10872								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10873								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10874								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10875								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10876								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10877								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10878								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1088								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10880								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10881								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10882								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10887								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10888								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10889								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1089								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10890								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10892								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10893								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10896								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10898								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10899								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R109								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1090								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10901								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10902								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10905								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10906								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1091								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10910								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10915								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10919								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1092								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10925								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10926								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1093								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10930								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10933								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10939								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1094								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10948								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1095								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10950								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10957								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10959								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10965								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10972								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10973								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10975								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10978								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10979								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1098								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10980								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10984								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1099								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10990								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10994								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R10998								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R110								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11000								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11005								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11010								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11011								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1102								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11025								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11028								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11030								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11031								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11032								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11034								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1104								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11046								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11048								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1105								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11050								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11060								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11062								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11064								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11065								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11066								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R1107								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11072								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11076								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11077								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11078								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R11079								Not distributed with phyloseq::soilrep; not used in this analysis
