Metric	SampleA	SampleB	HabitatA	HabitatB	PairType	Distance
Weighted UniFrac	TRRsed2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.16195841563019187
Weighted UniFrac	CL3	TS28	Soil	Human-associated	Between habitats	0.5600040010509478
Weighted UniFrac	CC1	TS28	Soil	Human-associated	Between habitats	0.5626328315339386
Weighted UniFrac	SV1	TS28	Soil	Human-associated	Between habitats	0.5537192124098738
Weighted UniFrac	M31Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.3142374558794977
Weighted UniFrac	M11Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.46665188185503403
Weighted UniFrac	M31Plmr	TS28	Human-associated	Human-associated	Within habitat	0.5031177466202083
Weighted UniFrac	M11Plmr	TS28	Human-associated	Human-associated	Within habitat	0.5526694570699866
Weighted UniFrac	F21Plmr	TS28	Human-associated	Human-associated	Within habitat	0.49225293174846
Weighted UniFrac	M31Tong	TS28	Human-associated	Human-associated	Within habitat	0.5368411759266967
Weighted UniFrac	M11Tong	TS28	Human-associated	Human-associated	Within habitat	0.4797902121842909
Weighted UniFrac	LMEpi24M	TS28	Freshwater	Human-associated	Between habitats	0.5653996507978795
Weighted UniFrac	SLEpi20M	TS28	Freshwater	Human-associated	Between habitats	0.5387097700443356
Weighted UniFrac	AQC1cm	TS28	Freshwater	Human-associated	Between habitats	0.5992748234301616
Weighted UniFrac	AQC4cm	TS28	Freshwater	Human-associated	Between habitats	0.6012813645136352
Weighted UniFrac	AQC7cm	TS28	Freshwater	Human-associated	Between habitats	0.5893422437236377
Weighted UniFrac	NP2	TS28	Marine/estuarine	Human-associated	Between habitats	0.5512148724520726
Weighted UniFrac	NP3	TS28	Marine/estuarine	Human-associated	Between habitats	0.5805837641200422
Weighted UniFrac	NP5	TS28	Marine/estuarine	Human-associated	Between habitats	0.5627522513728379
Weighted UniFrac	TRRsed1	TS28	Marine/estuarine	Human-associated	Between habitats	0.5353983700160077
Weighted UniFrac	TRRsed2	TS28	Marine/estuarine	Human-associated	Between habitats	0.574943290065512
Weighted UniFrac	TRRsed3	TS28	Marine/estuarine	Human-associated	Between habitats	0.5441169846797312
Weighted UniFrac	CL3	TS29	Soil	Human-associated	Between habitats	0.5650013360532904
Weighted UniFrac	CC1	TS29	Soil	Human-associated	Between habitats	0.5663275428075125
Weighted UniFrac	SV1	TS29	Soil	Human-associated	Between habitats	0.5724378126208729
Weighted UniFrac	M31Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.4081937137961017
Weighted UniFrac	M11Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.5557057480697485
Weighted UniFrac	M31Plmr	TS29	Human-associated	Human-associated	Within habitat	0.5161428523616465
Weighted UniFrac	M11Plmr	TS29	Human-associated	Human-associated	Within habitat	0.537608703691325
Weighted UniFrac	F21Plmr	TS29	Human-associated	Human-associated	Within habitat	0.5305183954069053
Weighted UniFrac	M31Tong	TS29	Human-associated	Human-associated	Within habitat	0.5692576456618104
Weighted UniFrac	M11Tong	TS29	Human-associated	Human-associated	Within habitat	0.5381002877436618
Weighted UniFrac	LMEpi24M	TS29	Freshwater	Human-associated	Between habitats	0.5696854881529977
Weighted UniFrac	SLEpi20M	TS29	Freshwater	Human-associated	Between habitats	0.5597341705503435
Weighted UniFrac	AQC1cm	TS29	Freshwater	Human-associated	Between habitats	0.5943402025159341
Weighted UniFrac	AQC4cm	TS29	Freshwater	Human-associated	Between habitats	0.5978596416113399
Weighted UniFrac	AQC7cm	TS29	Freshwater	Human-associated	Between habitats	0.5918787991218256
Weighted UniFrac	NP2	TS29	Marine/estuarine	Human-associated	Between habitats	0.5918387360578257
Weighted UniFrac	NP3	TS29	Marine/estuarine	Human-associated	Between habitats	0.6211718587222961
Weighted UniFrac	NP5	TS29	Marine/estuarine	Human-associated	Between habitats	0.5947305384227983
Weighted UniFrac	TRRsed1	TS29	Marine/estuarine	Human-associated	Between habitats	0.5555134530022533
Weighted UniFrac	TRRsed2	TS29	Marine/estuarine	Human-associated	Between habitats	0.5686845713342633
Weighted UniFrac	TRRsed3	TS29	Marine/estuarine	Human-associated	Between habitats	0.5428515579610256
Weighted UniFrac	TS28	TS29	Human-associated	Human-associated	Within habitat	0.16976465475350894
Weighted UniFrac	CL3	Even1	Soil	Mock	Between habitats	0.49582596549464186
Weighted UniFrac	CC1	Even1	Soil	Mock	Between habitats	0.5005952848493508
Weighted UniFrac	SV1	Even1	Soil	Mock	Between habitats	0.49543211464401027
Weighted UniFrac	M31Fcsw	Even1	Human-associated	Mock	Between habitats	0.30787278200030305
Weighted UniFrac	M11Fcsw	Even1	Human-associated	Mock	Between habitats	0.38757011864754304
Weighted UniFrac	M31Plmr	Even1	Human-associated	Mock	Between habitats	0.38403416852854144
Weighted UniFrac	M11Plmr	Even1	Human-associated	Mock	Between habitats	0.4325293123111177
Weighted UniFrac	F21Plmr	Even1	Human-associated	Mock	Between habitats	0.37191185932438553
Weighted UniFrac	M31Tong	Even1	Human-associated	Mock	Between habitats	0.3929122257058343
Weighted UniFrac	M11Tong	Even1	Human-associated	Mock	Between habitats	0.35943824527512147
Weighted UniFrac	LMEpi24M	Even1	Freshwater	Mock	Between habitats	0.5075868104787953
Weighted UniFrac	SLEpi20M	Even1	Freshwater	Mock	Between habitats	0.47285496697567764
Weighted UniFrac	AQC1cm	Even1	Freshwater	Mock	Between habitats	0.5500173270878236
Weighted UniFrac	AQC4cm	Even1	Freshwater	Mock	Between habitats	0.5517038730811992
Weighted UniFrac	AQC7cm	Even1	Freshwater	Mock	Between habitats	0.5341958082435493
Weighted UniFrac	NP2	Even1	Marine/estuarine	Mock	Between habitats	0.46899834827897163
Weighted UniFrac	NP3	Even1	Marine/estuarine	Mock	Between habitats	0.4723019184792541
Weighted UniFrac	NP5	Even1	Marine/estuarine	Mock	Between habitats	0.4416736853264855
Weighted UniFrac	TRRsed1	Even1	Marine/estuarine	Mock	Between habitats	0.45054198927895334
Weighted UniFrac	TRRsed2	Even1	Marine/estuarine	Mock	Between habitats	0.4973401441073886
Weighted UniFrac	TRRsed3	Even1	Marine/estuarine	Mock	Between habitats	0.4662567142560232
Weighted UniFrac	TS28	Even1	Human-associated	Mock	Between habitats	0.3393959052049042
Weighted UniFrac	TS29	Even1	Human-associated	Mock	Between habitats	0.42084020911946524
Weighted UniFrac	CL3	Even2	Soil	Mock	Between habitats	0.5009620482562342
Weighted UniFrac	CC1	Even2	Soil	Mock	Between habitats	0.5059087830463445
Weighted UniFrac	SV1	Even2	Soil	Mock	Between habitats	0.5019218735186378
Weighted UniFrac	M31Fcsw	Even2	Human-associated	Mock	Between habitats	0.3113981298864289
Weighted UniFrac	M11Fcsw	Even2	Human-associated	Mock	Between habitats	0.3927132428433274
Weighted UniFrac	M31Plmr	Even2	Human-associated	Mock	Between habitats	0.38811322899515277
Weighted UniFrac	M11Plmr	Even2	Human-associated	Mock	Between habitats	0.4400946676652195
Weighted UniFrac	F21Plmr	Even2	Human-associated	Mock	Between habitats	0.3803227309015883
Weighted UniFrac	M31Tong	Even2	Human-associated	Mock	Between habitats	0.40016973399004296
Weighted UniFrac	M11Tong	Even2	Human-associated	Mock	Between habitats	0.3680241171324321
Weighted UniFrac	LMEpi24M	Even2	Freshwater	Mock	Between habitats	0.515197203071215
Weighted UniFrac	SLEpi20M	Even2	Freshwater	Mock	Between habitats	0.4810295247196487
Weighted UniFrac	AQC1cm	Even2	Freshwater	Mock	Between habitats	0.5570036966094415
Weighted UniFrac	AQC4cm	Even2	Freshwater	Mock	Between habitats	0.5587017216495714
Weighted UniFrac	AQC7cm	Even2	Freshwater	Mock	Between habitats	0.5413798170896351
Weighted UniFrac	NP2	Even2	Marine/estuarine	Mock	Between habitats	0.4762755880001128
Weighted UniFrac	NP3	Even2	Marine/estuarine	Mock	Between habitats	0.47881574980788855
Weighted UniFrac	NP5	Even2	Marine/estuarine	Mock	Between habitats	0.44941443298299033
Weighted UniFrac	TRRsed1	Even2	Marine/estuarine	Mock	Between habitats	0.45832761544480455
Weighted UniFrac	TRRsed2	Even2	Marine/estuarine	Mock	Between habitats	0.5045884453034323
Weighted UniFrac	TRRsed3	Even2	Marine/estuarine	Mock	Between habitats	0.4731179644924842
Weighted UniFrac	TS28	Even2	Human-associated	Mock	Between habitats	0.34747079662526237
Weighted UniFrac	TS29	Even2	Human-associated	Mock	Between habitats	0.4269965170465152
Weighted UniFrac	Even1	Even2	Mock	Mock	Within habitat	0.027050578954829745
Weighted UniFrac	CL3	Even3	Soil	Mock	Between habitats	0.498224467606682
Weighted UniFrac	CC1	Even3	Soil	Mock	Between habitats	0.5031507994709872
Weighted UniFrac	SV1	Even3	Soil	Mock	Between habitats	0.498426655648917
Weighted UniFrac	M31Fcsw	Even3	Human-associated	Mock	Between habitats	0.310687539174722
Weighted UniFrac	M11Fcsw	Even3	Human-associated	Mock	Between habitats	0.3963299230271665
Weighted UniFrac	M31Plmr	Even3	Human-associated	Mock	Between habitats	0.3812243211067155
Weighted UniFrac	M11Plmr	Even3	Human-associated	Mock	Between habitats	0.43323323209996567
Weighted UniFrac	F21Plmr	Even3	Human-associated	Mock	Between habitats	0.37254875688777006
Weighted UniFrac	M31Tong	Even3	Human-associated	Mock	Between habitats	0.39233552086308954
Weighted UniFrac	M11Tong	Even3	Human-associated	Mock	Between habitats	0.3607559618983196
Weighted UniFrac	LMEpi24M	Even3	Freshwater	Mock	Between habitats	0.5111866482085549
Weighted UniFrac	SLEpi20M	Even3	Freshwater	Mock	Between habitats	0.47676499941284917
Weighted UniFrac	AQC1cm	Even3	Freshwater	Mock	Between habitats	0.5539660151635238
Weighted UniFrac	AQC4cm	Even3	Freshwater	Mock	Between habitats	0.555664361743623
Weighted UniFrac	AQC7cm	Even3	Freshwater	Mock	Between habitats	0.5381410043590429
Weighted UniFrac	NP2	Even3	Marine/estuarine	Mock	Between habitats	0.4723713397846411
Weighted UniFrac	NP3	Even3	Marine/estuarine	Mock	Between habitats	0.47945924271773815
Weighted UniFrac	NP5	Even3	Marine/estuarine	Mock	Between habitats	0.4462716490600778
Weighted UniFrac	TRRsed1	Even3	Marine/estuarine	Mock	Between habitats	0.4538448388904859
Weighted UniFrac	TRRsed2	Even3	Marine/estuarine	Mock	Between habitats	0.5002669644546169
Weighted UniFrac	TRRsed3	Even3	Marine/estuarine	Mock	Between habitats	0.46925363369395295
Weighted UniFrac	TS28	Even3	Human-associated	Mock	Between habitats	0.3360458641257613
Weighted UniFrac	TS29	Even3	Human-associated	Mock	Between habitats	0.4195139854121445
Weighted UniFrac	Even1	Even3	Mock	Mock	Within habitat	0.01842161681888828
Weighted UniFrac	Even2	Even3	Mock	Mock	Within habitat	0.030436375263112186
Aitchison	CL3	CC1	Soil	Soil	Within habitat	151.42511078318174
Aitchison	CL3	SV1	Soil	Soil	Within habitat	227.43949728236763
Aitchison	CC1	SV1	Soil	Soil	Within habitat	216.84927097545386
Aitchison	CL3	M31Fcsw	Soil	Human-associated	Between habitats	286.2336137133613
Aitchison	CC1	M31Fcsw	Soil	Human-associated	Between habitats	309.83256356749905
Aitchison	SV1	M31Fcsw	Soil	Human-associated	Between habitats	277.25567686887354
Aitchison	CL3	M11Fcsw	Soil	Human-associated	Between habitats	277.699542825178
Aitchison	CC1	M11Fcsw	Soil	Human-associated	Between habitats	301.1284057544612
Aitchison	SV1	M11Fcsw	Soil	Human-associated	Between habitats	268.6791913994752
Aitchison	M31Fcsw	M11Fcsw	Human-associated	Human-associated	Within habitat	109.89311505534376
Aitchison	CL3	M31Plmr	Soil	Human-associated	Between habitats	281.925825213419
Aitchison	CC1	M31Plmr	Soil	Human-associated	Between habitats	289.3363128102055
Aitchison	SV1	M31Plmr	Soil	Human-associated	Between habitats	257.9228834469846
Aitchison	M31Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	206.7460676134761
Aitchison	M11Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	201.08947814596993
Aitchison	CL3	M11Plmr	Soil	Human-associated	Between habitats	270.60111194016457
Aitchison	CC1	M11Plmr	Soil	Human-associated	Between habitats	270.98644999044495
Aitchison	SV1	M11Plmr	Soil	Human-associated	Between habitats	240.81014385243276
Aitchison	M31Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	221.4704737434496
Aitchison	M11Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	213.98423556420235
Aitchison	M31Plmr	M11Plmr	Human-associated	Human-associated	Within habitat	145.92666803857853
Aitchison	CL3	F21Plmr	Soil	Human-associated	Between habitats	265.8446608342667
Aitchison	CC1	F21Plmr	Soil	Human-associated	Between habitats	272.0507005127502
Aitchison	SV1	F21Plmr	Soil	Human-associated	Between habitats	234.52696815890573
Aitchison	M31Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	197.7660650062204
Aitchison	M11Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	190.55936353846712
Aitchison	M31Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	111.37083328895811
Aitchison	M11Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	133.00319546110234
Aitchison	CL3	M31Tong	Soil	Human-associated	Between habitats	272.8573079356734
Aitchison	CC1	M31Tong	Soil	Human-associated	Between habitats	290.29455182162917
Aitchison	SV1	M31Tong	Soil	Human-associated	Between habitats	260.39827993044526
Aitchison	M31Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	177.18430222947768
Aitchison	M11Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	167.21166936833148
Aitchison	M31Plmr	M31Tong	Human-associated	Human-associated	Within habitat	150.35821268492623
Aitchison	M11Plmr	M31Tong	Human-associated	Human-associated	Within habitat	184.101448540225
Aitchison	F21Plmr	M31Tong	Human-associated	Human-associated	Within habitat	143.2092625353776
Aitchison	CL3	M11Tong	Soil	Human-associated	Between habitats	254.84952926852165
Aitchison	CC1	M11Tong	Soil	Human-associated	Between habitats	269.447252803391
Aitchison	SV1	M11Tong	Soil	Human-associated	Between habitats	239.22030865650316
Aitchison	M31Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	167.09885796339967
Aitchison	M11Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	153.96684075414612
Aitchison	M31Plmr	M11Tong	Human-associated	Human-associated	Within habitat	152.37789122365572
Aitchison	M11Plmr	M11Tong	Human-associated	Human-associated	Within habitat	171.06766452117125
Aitchison	F21Plmr	M11Tong	Human-associated	Human-associated	Within habitat	132.67790891579185
Aitchison	M31Tong	M11Tong	Human-associated	Human-associated	Within habitat	91.51906180777179
Aitchison	CL3	LMEpi24M	Soil	Freshwater	Between habitats	279.73094435149653
Aitchison	CC1	LMEpi24M	Soil	Freshwater	Between habitats	284.568073551217
Aitchison	SV1	LMEpi24M	Soil	Freshwater	Between habitats	263.31658125001695
Aitchison	M31Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	217.4797308491419
Aitchison	M11Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	202.74939901275977
Aitchison	M31Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	208.13222608714997
Aitchison	M11Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	206.6806905626714
Aitchison	F21Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	188.60857062769074
Aitchison	M31Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	167.7163891467187
Aitchison	M11Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	122.10025208047055
Aitchison	CL3	SLEpi20M	Soil	Freshwater	Between habitats	268.3889092704993
Aitchison	CC1	SLEpi20M	Soil	Freshwater	Between habitats	271.818200971735
Aitchison	SV1	SLEpi20M	Soil	Freshwater	Between habitats	254.4622845759326
Aitchison	M31Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	215.6948077290298
Aitchison	M11Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	203.94418852299736
Aitchison	M31Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	204.9539520383486
Aitchison	M11Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	200.4382189619281
Aitchison	F21Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	182.72231877482645
Aitchison	M31Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	172.17250911590497
Aitchison	M11Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	135.96234516138244
Aitchison	LMEpi24M	SLEpi20M	Freshwater	Freshwater	Within habitat	133.14376571150467
Aitchison	CL3	AQC1cm	Soil	Freshwater	Between habitats	285.3570878916705
Aitchison	CC1	AQC1cm	Soil	Freshwater	Between habitats	287.85554383145666
Aitchison	SV1	AQC1cm	Soil	Freshwater	Between habitats	288.2888300413512
Aitchison	M31Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	250.29561775276267
Aitchison	M11Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	240.2043256336451
Aitchison	M31Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	257.4332937020711
Aitchison	M11Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	253.39635625807347
Aitchison	F21Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	236.1844743158405
Aitchison	M31Tong	AQC1cm	Human-associated	Freshwater	Between habitats	209.43129770304415
Aitchison	M11Tong	AQC1cm	Human-associated	Freshwater	Between habitats	189.1594322432713
Aitchison	LMEpi24M	AQC1cm	Freshwater	Freshwater	Within habitat	193.0940390069318
Aitchison	SLEpi20M	AQC1cm	Freshwater	Freshwater	Within habitat	174.59071373690708
Aitchison	CL3	AQC4cm	Soil	Freshwater	Between habitats	301.91700842757103
Aitchison	CC1	AQC4cm	Soil	Freshwater	Between habitats	302.31309881988085
Aitchison	SV1	AQC4cm	Soil	Freshwater	Between habitats	308.22555839114875
Aitchison	M31Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	283.26816898291463
Aitchison	M11Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	272.7125591886893
Aitchison	M31Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	282.6455715858271
Aitchison	M11Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	279.4984991066909
Aitchison	F21Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	260.5779961884355
Aitchison	M31Tong	AQC4cm	Human-associated	Freshwater	Between habitats	240.91532049360498
Aitchison	M11Tong	AQC4cm	Human-associated	Freshwater	Between habitats	220.586266463359
Aitchison	LMEpi24M	AQC4cm	Freshwater	Freshwater	Within habitat	224.58981516141696
Aitchison	SLEpi20M	AQC4cm	Freshwater	Freshwater	Within habitat	206.96739495612954
Aitchison	AQC1cm	AQC4cm	Freshwater	Freshwater	Within habitat	110.72239485291924
Aitchison	CL3	AQC7cm	Soil	Freshwater	Between habitats	297.0924726544098
Aitchison	CC1	AQC7cm	Soil	Freshwater	Between habitats	296.7985683075392
Aitchison	SV1	AQC7cm	Soil	Freshwater	Between habitats	305.85456089475645
Aitchison	M31Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	282.6917041912822
Aitchison	M11Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	271.498245693933
Aitchison	M31Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	282.9691777308255
Aitchison	M11Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	279.73828156444
Aitchison	F21Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	260.8863991918258
Aitchison	M31Tong	AQC7cm	Human-associated	Freshwater	Between habitats	243.27731552922293
Aitchison	M11Tong	AQC7cm	Human-associated	Freshwater	Between habitats	218.34405012623336
Aitchison	LMEpi24M	AQC7cm	Freshwater	Freshwater	Within habitat	219.74825037928215
Aitchison	SLEpi20M	AQC7cm	Freshwater	Freshwater	Within habitat	201.36348904250463
Aitchison	AQC1cm	AQC7cm	Freshwater	Freshwater	Within habitat	115.8821185305437
Aitchison	AQC4cm	AQC7cm	Freshwater	Freshwater	Within habitat	74.13248638593741
Aitchison	CL3	NP2	Soil	Marine/estuarine	Between habitats	281.2973780574816
Aitchison	CC1	NP2	Soil	Marine/estuarine	Between habitats	296.15657214098235
Aitchison	SV1	NP2	Soil	Marine/estuarine	Between habitats	268.9727851084914
Aitchison	M31Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	205.7236937178722
Aitchison	M11Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	194.57439855559088
Aitchison	M31Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	211.53690755064744
Aitchison	M11Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	218.08117847605618
Aitchison	F21Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	186.17735280808978
Aitchison	M31Tong	NP2	Human-associated	Marine/estuarine	Between habitats	145.7745591755571
Aitchison	M11Tong	NP2	Human-associated	Marine/estuarine	Between habitats	137.79136770818914
Aitchison	LMEpi24M	NP2	Freshwater	Marine/estuarine	Between habitats	182.58092640952464
Aitchison	SLEpi20M	NP2	Freshwater	Marine/estuarine	Between habitats	174.15035238593697
Aitchison	AQC1cm	NP2	Freshwater	Marine/estuarine	Between habitats	190.28030828094535
Aitchison	AQC4cm	NP2	Freshwater	Marine/estuarine	Between habitats	207.87936178515142
Aitchison	AQC7cm	NP2	Freshwater	Marine/estuarine	Between habitats	215.92845636620368
Aitchison	CL3	NP3	Soil	Marine/estuarine	Between habitats	314.1724760013855
Aitchison	CC1	NP3	Soil	Marine/estuarine	Between habitats	329.0834405628166
Aitchison	SV1	NP3	Soil	Marine/estuarine	Between habitats	297.92525131761323
Aitchison	M31Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	234.8269605626256
Aitchison	M11Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	224.4503883837465
Aitchison	M31Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	234.97745657656023
Aitchison	M11Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	239.39406450519112
Aitchison	F21Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	213.8197433781295
Aitchison	M31Tong	NP3	Human-associated	Marine/estuarine	Between habitats	174.92224501180434
Aitchison	M11Tong	NP3	Human-associated	Marine/estuarine	Between habitats	174.6565029597893
Aitchison	LMEpi24M	NP3	Freshwater	Marine/estuarine	Between habitats	215.3993522701932
Aitchison	SLEpi20M	NP3	Freshwater	Marine/estuarine	Between habitats	212.16116870883135
Aitchison	AQC1cm	NP3	Freshwater	Marine/estuarine	Between habitats	233.9230923139146
Aitchison	AQC4cm	NP3	Freshwater	Marine/estuarine	Between habitats	265.2938225458645
Aitchison	AQC7cm	NP3	Freshwater	Marine/estuarine	Between habitats	272.8790979607322
Aitchison	NP2	NP3	Marine/estuarine	Marine/estuarine	Within habitat	139.4883553747343
Aitchison	CL3	NP5	Soil	Marine/estuarine	Between habitats	308.5468208314457
Aitchison	CC1	NP5	Soil	Marine/estuarine	Between habitats	324.5179404431383
Aitchison	SV1	NP5	Soil	Marine/estuarine	Between habitats	293.7419219452285
Aitchison	M31Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	225.93197535242288
Aitchison	M11Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	216.11104546017452
Aitchison	M31Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	227.18630747142407
Aitchison	M11Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	235.37844773963036
Aitchison	F21Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	206.89592887549108
Aitchison	M31Tong	NP5	Human-associated	Marine/estuarine	Between habitats	153.87167463243185
Aitchison	M11Tong	NP5	Human-associated	Marine/estuarine	Between habitats	163.07310299309233
Aitchison	LMEpi24M	NP5	Freshwater	Marine/estuarine	Between habitats	210.92738131948838
Aitchison	SLEpi20M	NP5	Freshwater	Marine/estuarine	Between habitats	209.12728315434111
Aitchison	AQC1cm	NP5	Freshwater	Marine/estuarine	Between habitats	234.12591046459573
Aitchison	AQC4cm	NP5	Freshwater	Marine/estuarine	Between habitats	260.03213463798147
Aitchison	AQC7cm	NP5	Freshwater	Marine/estuarine	Between habitats	268.65021046316105
Aitchison	NP2	NP5	Marine/estuarine	Marine/estuarine	Within habitat	116.25130799562234
Aitchison	NP3	NP5	Marine/estuarine	Marine/estuarine	Within habitat	115.82994639053857
Aitchison	CL3	TRRsed1	Soil	Marine/estuarine	Between habitats	280.8091476594026
Aitchison	CC1	TRRsed1	Soil	Marine/estuarine	Between habitats	297.24354382417374
Aitchison	SV1	TRRsed1	Soil	Marine/estuarine	Between habitats	261.7493264001175
Aitchison	M31Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	200.2108961864652
Aitchison	M11Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	190.19754150788262
Aitchison	M31Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	205.99843315795147
Aitchison	M11Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	216.38144071033378
Aitchison	F21Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	178.83562693617904
Aitchison	M31Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	157.14347859817013
Aitchison	M11Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	138.9831262379545
Aitchison	LMEpi24M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	194.74871284203434
Aitchison	SLEpi20M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	191.41749032740145
Aitchison	AQC1cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	224.83357043341456
Aitchison	AQC4cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	248.79374947716278
Aitchison	AQC7cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	249.45724501161672
Aitchison	NP2	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	156.97538430110652
Aitchison	NP3	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	169.5389284949961
Aitchison	NP5	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	163.8510133513422
Aitchison	CL3	TRRsed2	Soil	Marine/estuarine	Between habitats	305.94839807854754
Aitchison	CC1	TRRsed2	Soil	Marine/estuarine	Between habitats	319.6637383919738
Aitchison	SV1	TRRsed2	Soil	Marine/estuarine	Between habitats	289.1952605842899
Aitchison	M31Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	240.8939364301913
Aitchison	M11Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	231.11765967538366
Aitchison	M31Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	239.29234232397715
Aitchison	M11Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	245.47505264202107
Aitchison	F21Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	212.99678699589887
Aitchison	M31Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	205.96419311076085
Aitchison	M11Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	189.2889338345857
Aitchison	LMEpi24M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	234.96958452739878
Aitchison	SLEpi20M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	230.23660936833318
Aitchison	AQC1cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	258.5334878348871
Aitchison	AQC4cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	276.033579880761
Aitchison	AQC7cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	275.31896632994557
Aitchison	NP2	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	201.16545205478084
Aitchison	NP3	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	207.4445747589497
Aitchison	NP5	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	209.56584003706078
Aitchison	TRRsed1	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	116.34521835982295
