FeatureID	Phylum	Class	Order	Family	Genus	LineageKey	CompleteDepth	EqualSampleMean
OTU_592	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Illumatobacter	5	5.397918277793335e-4
OTU_243	Bacteroidetes	Bacteroidetes vadinHA17	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus	2	5.256180299109107e-4
OTU_1344	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Actinobacteria > Actinobacteria > Micrococcales > Cellulomonadaceae > Cellulomonas	5	1.3347793375890086e-5
OTU_2980	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Terrestrial Miscellaneous Gp(TMEG)	Unknown genus	Euryarchaeota > Thermoplasmata > Thermoplasmatales > Terrestrial Miscellaneous Gp(TMEG) > Unknown genus	4	1.5502709073344903e-5
OTU_359	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Firmicutes > Erysipelotrichia > Erysipelotrichales > Erysipelotrichaceae > Erysipelothrix	5	4.925638450149364e-4
OTU_2426	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unknown genus	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Unknown genus	4	1.2772286260375717e-5
OTU_5371	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.1655444833883563e-6
OTU_550	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Actinobacteria > Thermoleophilia > Gaiellales > Gaiellaceae > Gaiella	5	2.1510637404818117e-4
OTU_1127	Bacteroidetes	SB-5	Unknown order	Unknown family	Unknown genus	Bacteroidetes > SB-5 > Unknown order > Unknown family > Unknown genus	2	4.071471380304436e-4
OTU_8760	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Rhizomicrobium	5	3.04260435766337e-6
OTU_2593	Cyanobacteria	Chloroplast	Unknown order	Unknown family	Unknown genus	Cyanobacteria > Chloroplast > Unknown order > Unknown family > Unknown genus	2	1.5553858584837693e-4
OTU_1486	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Pedomicrobium	5	1.810036807935193e-4
OTU_7903	Actinobacteria	MB-A2-108	Unknown order	Unknown family	Unknown genus	Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus	2	1.114336956546403e-4
OTU_5089	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unknown genus	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus	4	7.513549109790276e-5
OTU_5	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Proteobacteria > Betaproteobacteria > Hydrogenophilales > Hydrogenophilaceae > Thiobacillus	5	0.004339284931053062
OTU_13495	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unknown genus	Fibrobacteres > Fibrobacteria > Fibrobacterales > Fibrobacteraceae > Unknown genus	4	3.2708599090700946e-7
OTU_55	Acidobacteria	Acidobacteria	Subgroup 4	RB41	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus	4	0.0016518685195773283
OTU_12273	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Unknown genus	Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus	4	4.5915905678200964e-5
OTU_10146	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Firmicutes > Bacilli > Bacillales > Bacillaceae > Bacillus	5	1.8175910763432202e-5
OTU_1013	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	2.992219087734234e-4
OTU_6051	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Chlorobi > Ignavibacteria > Ignavibacteriales > Ignavibacteriaceae > Ignavibacterium	5	3.8299966152108296e-5
OTU_1378	Chloroflexi	Ardenticatenia	Unknown order	Unknown family	Unknown genus	Chloroflexi > Ardenticatenia > Unknown order > Unknown family > Unknown genus	2	4.0333230484810716e-5
OTU_1045	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola	Actinobacteria > Actinobacteria > Frankiales > Cryptosporangiaceae > Fodinicola	5	1.925968274710595e-4
OTU_6020	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium	5	2.2750806904132437e-5
OTU_84	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Illumatobacter	5	0.00281617384399388
OTU_3940	Acidobacteria	Holophagae	Subgroup 23	Unknown family	Unknown genus	Acidobacteria > Holophagae > Subgroup 23 > Unknown family > Unknown genus	3	2.6238923062355337e-5
OTU_157	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Unknown genus	Actinobacteria > Actinobacteria > Frankiales > Geodermatophilaceae > Unknown genus	4	4.477695582537979e-4
OTU_13491	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Unknown genus	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Nitrospinaceae > Unknown genus	4	8.367939639713063e-6
OTU_10153	Bacteroidetes	SB-5	Unknown order	Unknown family	Unknown genus	Bacteroidetes > SB-5 > Unknown order > Unknown family > Unknown genus	2	9.268544198009236e-5
OTU_3693	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfobulbus	5	2.861891921762344e-4
OTU_3850	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	3.518870698612845e-5
OTU_5333	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Actinobacteria > Rubrobacteria > Rubrobacterales > Rubrobacteriaceae > Rubrobacter	5	1.306988234337151e-5
OTU_31	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Unknown genus	4	0.0028172518861042527
OTU_3303	Bacteroidetes	Bacteroidetes vadinHA17	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus	2	6.68640733541409e-4
OTU_22	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Unknown genus	4	9.46730595250589e-4
OTU_8229	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.096048717003998e-5
OTU_1362	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas	5	3.0585152835268023e-4
OTU_12963	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	GAL15	Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > GAL15	5	2.1893657674930902e-6
OTU_1579	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Unknown genus	Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus	4	2.9748296723004666e-4
OTU_4580	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Unknown genus	Spirochaetae > Spirochaetes > Spirochaetales > Leptospiraceae > Unknown genus	4	4.210531085752945e-6
OTU_2446	Chlorobi	Chlorobia	Chlorobiales	SJA-28	Unknown genus	Chlorobi > Chlorobia > Chlorobiales > SJA-28 > Unknown genus	4	5.5692075174463864e-5
OTU_1521	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	4.893203720948915e-5
OTU_2771	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Unknown genus	Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophobacteraceae > Unknown genus	4	2.759207505840658e-5
OTU_3302	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Actinobacteria > Actinobacteria > Streptomycetales > Streptomycetaceae > Streptomyces	5	2.209538126071366e-5
OTU_4644	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	Firmicutes > Clostridia > Clostridiales > Christensenellaceae > Christensenellaceae R-7 group	5	1.0954207735527077e-5
OTU_104	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Deinococcus-Thermus > Deinococci > Deinococcales > Trueperaceae > Truepera	5	0.0010007133146104226
OTU_1067	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Unknown genus	4	4.140160815334026e-5
OTU_16	Chloroflexi	KD4-96	Unknown order	Unknown family	Unknown genus	Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus	2	0.003803875934070899
OTU_1699	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Verrucomicrobia > Spartobacteria > Chthoniobacterales > Chthoniobacteraceae > Chthoniobacter	5	5.43386226050477e-5
OTU_5166	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Proteobacteria > Deltaproteobacteria > Myxococcales > Phaselicystidaceae > Phaselicystis	5	1.9765782002393082e-5
OTU_231	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	5.285163066851976e-4
OTU_13891	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	6.324094606914587e-6
OTU_5995	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	3.726981610517151e-5
OTU_515	Chloroflexi	KD4-96	Unknown order	Unknown family	Unknown genus	Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus	2	5.730751052680907e-4
OTU_377	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Proteobacteria > Gammaproteobacteria > Aeromonadales > Aeromonadaceae > Aeromonas	5	2.592093809084241e-4
OTU_3457	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unknown genus	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Unknown genus	4	1.010558118495831e-4
OTU_14000	Aminicenantes	Unknown class	Unknown order	Unknown family	Unknown genus	Aminicenantes > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.863680622776046e-6
OTU_1571	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 1	5	8.577704252534155e-5
OTU_402	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > 0319-6A21 > Unknown genus	4	8.018883283137488e-5
OTU_6040	Acidobacteria	Acidobacteria	Subgroup 21	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 21 > Unknown family > Unknown genus	3	1.0861509841953357e-5
OTU_255	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	0.0012203439718729992
OTU_1101	Miscellaneous Crenarchaeotic Group	Unknown class	Unknown order	Unknown family	Unknown genus	Miscellaneous Crenarchaeotic Group > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.976516897551142e-4
OTU_2951	Miscellaneous Crenarchaeotic Group	Unknown class	Unknown order	Unknown family	Unknown genus	Miscellaneous Crenarchaeotic Group > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.680342116397934e-5
OTU_518	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.2326830311544835e-4
OTU_1652	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseolinea	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Chryseolinea	5	4.313715880304504e-5
OTU_12	Bacteroidetes	Bacteroidetes vadinHA17	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus	2	0.006985598764305498
OTU_443	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Azoarcus	5	4.775822174067391e-4
OTU_800	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	6.08689176725635e-4
OTU_13640	Cloacimonetes	FGL12-B44	Unknown order	Unknown family	Unknown genus	Cloacimonetes > FGL12-B44 > Unknown order > Unknown family > Unknown genus	2	6.811321563109874e-6
OTU_14008	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Unknown genus	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Unknown genus	4	8.670249555949495e-6
OTU_1150	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.429246347361414e-4
OTU_4673	Nitrospirae	Nitrospira	Nitrospirales	Sh765B-TzT-35	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Sh765B-TzT-35 > Unknown genus	4	1.4524713510794736e-4
OTU_124	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > KD3-10 > Unknown genus	4	3.0580948855349186e-4
OTU_3740	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine Benthic Group D and DHVEG-1	Unknown genus	Euryarchaeota > Thermoplasmata > Thermoplasmatales > Marine Benthic Group D and DHVEG-1 > Unknown genus	4	2.8887215705934868e-5
OTU_5305	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Unknown genus	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Unknown genus	4	4.208516320067335e-5
OTU_13964	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Hyphomicrobium	5	7.880578209577637e-5
OTU_1330	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Proteobacteria > Deltaproteobacteria > Myxococcales > Cystobacteraceae > Anaeromyxobacter	5	4.281960354353243e-5
OTU_919	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Adhaeribacter	5	4.389071141395829e-4
OTU_12398	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	1.660665675477237e-5
OTU_5791	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Spongiibacteraceae > BD1-7 clade	5	4.91309599336665e-5
OTU_4353	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Unknown genus	Proteobacteria > Deltaproteobacteria > Desulfuromonadales > GR-WP33-58 > Unknown genus	4	4.594312449076369e-5
OTU_470	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Lysobacter	5	4.5049314087918355e-5
OTU_1342	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Verrucomicrobia > Spartobacteria > Chthoniobacterales > Chthoniobacteraceae > Chthoniobacter	5	1.2443091866254835e-4
OTU_1719	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	7.085218412093132e-5
OTU_13785	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	9.539729390734923e-5
OTU_1336	Acidobacteria	Acidobacteria	Subgroup 4	RB41	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus	4	2.8020340869707e-4
OTU_2519	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Candidatus Koribacter	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Candidatus Koribacter	5	4.350557432089934e-5
OTU_7611	Planctomycetes	Pla4 lineage	Unknown order	Unknown family	Unknown genus	Planctomycetes > Pla4 lineage > Unknown order > Unknown family > Unknown genus	2	5.56922713510791e-6
OTU_5558	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Armatimonadetes > Chthonomonadetes > Chthonomonadales > Chthonomonadaceae > Chthonomonas	5	7.034911491414168e-5
OTU_6760	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Planctomyces	5	3.3830870565172495e-5
OTU_8774	Thaumarchaeota	Group C3	Unknown order	Unknown family	Unknown genus	Thaumarchaeota > Group C3 > Unknown order > Unknown family > Unknown genus	2	6.534469062262299e-6
OTU_7034	Miscellaneous Crenarchaeotic Group	Unknown class	Unknown order	Unknown family	Unknown genus	Miscellaneous Crenarchaeotic Group > Unknown class > Unknown order > Unknown family > Unknown genus	1	9.637420121589887e-6
OTU_4095	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Unknown family	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Unknown family > Unknown genus	3	7.043066261669735e-5
OTU_8369	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula	5	3.8585975544004706e-5
OTU_4761	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	9.699560258032224e-6
OTU_6309	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.5694592552153751e-6
OTU_332	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	Unknown genus	Verrucomicrobia > Spartobacteria > Chthoniobacterales > DA101 soil group > Unknown genus	4	2.589720353570063e-4
OTU_2511	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Roseomonas	5	2.3441119337096972e-5
OTU_1007	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.2236421667335997e-4
OTU_1070	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Spongiibacteraceae > BD1-7 clade	5	4.5359282508228315e-5
OTU_476	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalispira	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Thioalkalispira	5	7.732827681397288e-5
