LineageRank	LineageKey	Phylum	Class	Order	Family	Genus	FeatureCount	EqualSampleMean	PooledReadFraction
483	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pir1 lineage	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir1 lineage	3	4.1911655850368615e-5	5.1245006698895455e-5
484	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Uliginosibacterium	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	1	4.1785526594802954e-5	3.766199287509184e-5
485	Firmicutes > Bacilli > Bacillales > Bacillaceae > Anaerobacillus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	2	4.172191623605983e-5	4.383609006772984e-5
486	Chloroflexi > Chloroflexia > Herpetosiphonales > Herpetosiphonaceae > Herpetosiphon	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	5	4.1212048402914466e-5	5.309723585668686e-5
487	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Candidatus Nostocoida	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Candidatus Nostocoida	2	4.0888353535734466e-5	4.445349978699365e-5
488	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Portibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Portibacter	2	4.062128045268623e-5	3.642717343656424e-5
489	Proteobacteria > Alphaproteobacteria > Rhizobiales > Bradyrhizobiaceae > Tardiphaga	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	1	4.045946905243881e-5	4.445349978699365e-5
490	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Phycicoccus	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	1	4.023279247821222e-5	3.766199287509184e-5
491	Actinobacteria > Actinobacteria > Propionibacteriales > Nocardioidaceae > Kribbella	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	2	3.985551134265851e-5	4.013163175214704e-5
492	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Muricauda	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	1	3.984658538011629e-5	3.8279402594355643e-5
493	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Sarcina	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Sarcina	1	3.9699456065270795e-5	3.3340124840245234e-5
494	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Thermodesulfovibrio	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	1	3.954201364815943e-5	3.395753455950904e-5
495	Chloroflexi > Chloroflexia > Chloroflexales > Chloroflexaceae > Candidatus Chloroploca	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca	7	3.936090683115618e-5	5.741910389153346e-5
496	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halorubrum	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum	3	3.922304299711072e-5	2.963566652466243e-5
497	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Plasticicumulans	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Plasticicumulans	2	3.884887984452928e-5	3.8279402594355643e-5
498	Proteobacteria > Gammaproteobacteria > Chromatiales > Granulosicoccaceae > Granulosicoccus	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	1	3.805414994984847e-5	3.0253076243926232e-5
499	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Azospirillum	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	1	3.802388584548621e-5	3.0253076243926232e-5
500	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Saccharofermentans	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Saccharofermentans	2	3.786935418435277e-5	4.445349978699365e-5
501	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Wenxinia	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wenxinia	1	3.7207657520166926e-5	3.889681231361944e-5
502	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Rhodonellum	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Rhodonellum	1	3.716110191593971e-5	4.136645119067464e-5
503	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Thioalkalivibrio	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	2	3.7107742818891476e-5	3.766199287509184e-5
504	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Ornithinicoccus	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus	1	3.656671340005467e-5	4.260127062920224e-5
505	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Fonticella	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Fonticella	4	3.6375903778185635e-5	3.7044583155828036e-5
506	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Nafulsella	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Nafulsella	1	3.6200778461893355e-5	5.0010187260367854e-5
507	Proteobacteria > Gammaproteobacteria > Thiotrichales > Piscirickettsiaceae > Thiomicrospira	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	3	3.558534388506538e-5	3.0253076243926232e-5
508	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Sediminibacterium	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	2	3.476487036865098e-5	3.5809763717300435e-5
509	Proteobacteria > Deltaproteobacteria > Oligoflexales > Oligoflexaceae > Oligoflexus	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	2	3.474405138126612e-5	3.1487895682453836e-5
510	Proteobacteria > Gammaproteobacteria > Enterobacteriales > Enterobacteriaceae > Serratia	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	1	3.4711478662592303e-05	4.1983860909938446e-5
511	Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophobacteraceae > Desulfovirga	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	1	3.4466207797997056e-5	3.210530540171763e-5
512	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sandarakinorhabdus	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	2	3.4018386610730516e-5	3.766199287509184e-5
513	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Olleya	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	1	3.3657267486007485e-5	2.963566652466243e-5
514	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Porticoccaceae > C1-B045	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	1	3.3493000453676274e-5	2.716602764760723e-5
515	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Schlesneria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Schlesneria	1	3.3430720548035744e-5	3.9514222032883244e-5
516	Firmicutes > Clostridia > Clostridiales > Peptococcaceae > Thermincola	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	4	3.3418155284311496e-5	3.395753455950904e-5
517	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Phaeochromatium	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Phaeochromatium	1	3.331401083264492e-5	2.716602764760723e-5
518	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Marivirga	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	1	3.267731393129346e-5	2.654861792834343e-5
519	Firmicutes > Clostridia > Thermoanaerobacterales > Thermoanaerobacteraceae > Gelria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Gelria	2	3.267460280498316e-5	3.889681231361944e-5
520	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pir3 lineage	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir3 lineage	1	3.261164562468309e-5	3.087048596319003e-5
521	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Spirulina	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Spirulina	3	3.2196581581645684e-5	3.395753455950904e-5
522	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Granulicella	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	3	3.1995318963902146e-5	3.766199287509184e-5
523	Bacteroidetes > Flavobacteriia > Flavobacteriales > Cryomorphaceae > Cryomorpha	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha	1	3.128084590764525e-5	3.1487895682453836e-5
524	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halolamina	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halolamina	1	3.11787584596866e-5	2.716602764760723e-5
525	Verrucomicrobia > Opitutae > Puniceicoccales > Puniceicoccaceae > Pelagicoccus	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus	2	3.107405373625067e-5	3.642717343656424e-5
526	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Aquipuribacter	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Aquipuribacter	1	3.1011907350614956e-5	3.395753455950904e-5
527	Fibrobacteres > Fibrobacteria > Fibrobacterales > Fibrobacteraceae > possible genus 04	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	2	3.092428235302816e-5	3.519235399803664e-5
528	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Ralstonia	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	1	3.083082560710148e-5	3.8279402594355643e-5
529	Actinobacteria > Actinobacteria > Micrococcales > Dermabacteraceae > Brachybacterium	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	1	3.0784165402674605e-5	2.5931208209079626e-5
530	Proteobacteria > Gammaproteobacteria > Oceanospirillales > Oceanospirillaceae > Neptunomonas	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptunomonas	1	3.042203880615691e-5	3.272271512098144e-5
531	Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylocystaceae > Methylocystis	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	1	3.0270911377224e-5	3.272271512098144e-5
532	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Tamlana	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	1	2.98103723607933e-5	3.3340124840245234e-5
533	Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylobacteriaceae > Methylobacterium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	2	2.9781897832298418e-5	2.778343736687103e-5
534	Firmicutes > Negativicutes > Selenomonadales > Veillonellaceae > Megasphaera	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	1	2.9296984792515983e-5	1.7904881858650218e-5
535	Chlamydiae > Chlamydiae > Chlamydiales > Simkaniaceae > Candidatus Rhabdochlamydia	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus Rhabdochlamydia	6	2.9059267928550918e-5	3.4574944278772834e-5
536	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Azovibrio	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azovibrio	1	2.7948002875310488e-5	2.840084708613483e-5
537	Proteobacteria > Zetaproteobacteria > Mariprofundales > Mariprofundaceae > Mariprofundus	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	1	2.7426769597061315e-5	2.1609340174233023e-5
538	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Rhizocola	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Rhizocola	1	2.712406620690365e-5	2.2844159612760624e-5
539	Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Chondromyces	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	1	2.706590656435119e-5	3.0253076243926232e-5
540	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Pelagibacterium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	1	2.696034920814465e-5	2.778343736687103e-5
541	Firmicutes > Erysipelotrichia > Erysipelotrichales > Erysipelotrichaceae > Erysipelatoclostridium	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	1	2.6702689555061477e-5	2.1609340174233023e-5
542	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Acetivibrio	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	1	2.648402230356318e-5	2.4078979051288225e-5
543	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Mariniradius	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	1	2.6231846634710442e-5	3.087048596319003e-5
544	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Nibribacter	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Nibribacter	1	2.492823568722359e-5	2.840084708613483e-5
545	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halogranum	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogranum	1	2.4826538739998253e-5	2.1609340174233023e-5
546	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfonema	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	1	2.4327991413209638e-5	1.9757111016441622e-5
547	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Cesiribacter	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter	1	2.423165502679162e-5	2.0991930454969223e-5
548	Fibrobacteres > Fibrobacteria > Fibrobacterales > Fibrobacteraceae > Fibrobacter	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	1	2.3987078274080318e-5	1.6670062420122617e-5
549	Proteobacteria > Betaproteobacteria > Neisseriales > Neisseriaceae > Formivibrio	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Formivibrio	2	2.3887642314699187e-5	2.2844159612760624e-5
550	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Magnetovibrio	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetovibrio	1	2.3423113889330003e-5	2.1609340174233023e-5
551	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingobium	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	1	2.3246930925578805e-5	2.3461569332024424e-5
552	Firmicutes > Bacilli > Bacillales > Bacillaceae > Fictibacillus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	1	2.3176145127914643e-5	2.0991930454969223e-5
553	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Crossiella	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	1	2.314544172287463e-5	2.1609340174233023e-5
554	Actinobacteria > Actinobacteria > Frankiales > Geodermatophilaceae > Geodermatophilus	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	2	2.2768784177723925e-5	1.9757111016441622e-5
555	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Actinomycetospora	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	1	2.2437732860933125e-5	2.4696388770552025e-5
556	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylomicrobium	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	1	2.2267601285393565e-5	1.7904881858650218e-5
557	Firmicutes > Clostridia > Clostridiales > Family XI > Gottschalkia	Firmicutes	Clostridia	Clostridiales	Family XI	Gottschalkia	1	2.198809910429956e-5	2.5931208209079626e-5
558	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Oscillatoria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Oscillatoria	5	2.108291705031017e-5	2.1609340174233023e-5
559	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Ruminococcaceae UCG-010	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	2	2.1069781188385844e-5	2.654861792834343e-5
560	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Pilimelia	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Pilimelia	1	2.083308544950295e-5	2.0991930454969223e-5
561	Spirochaetae > Spirochaetes > Spirochaetales > Leptospiraceae > Turneriella	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Turneriella	1	2.0678869648344017e-5	2.716602764760723e-5
562	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Hamadaea	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	1	2.0641443941842036e-5	1.9757111016441622e-5
563	Fusobacteria > Fusobacteriia > Fusobacteriales > Fusobacteriaceae > Ilyobacter	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	1	2.0127246990247542e-5	1.7287472139386417e-5
564	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Zavarzinella	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Zavarzinella	3	2.0127153413791235e-5	2.0374520735705422e-5
565	Cyanobacteria > Cyanobacteria > SubsectionIV > FamilyI > Anabaena	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Anabaena	1	2.0023632992163335e-5	1.7287472139386417e-5
566	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Nevskiaceae > Nevskia	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Nevskia	2	1.9891488578775138e-5	2.4696388770552025e-5
567	Proteobacteria > Alphaproteobacteria > Rhizobiales > Aurantimonadaceae > Martelella	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	1	1.9761107603687258e-5	2.0374520735705422e-5
568	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Arenibacter	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	1	1.967842359738697e-5	1.8522291577914018e-5
569	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Leadbetterella	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	1	1.966932161251205e-5	1.7904881858650218e-5
570	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 5	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 5	1	1.9457260132832345e-5	2.0991930454969223e-5
571	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Rufibacter	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rufibacter	1	1.944523768633572e-5	2.0374520735705422e-5
572	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfonatronobacter	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonatronobacter	1	1.9443384138707117e-5	1.6670062420122617e-5
573	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Acidiphilium	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	1	1.935471465035525e-5	2.0374520735705422e-5
574	Cyanobacteria > Cyanobacteria > SubsectionIV > FamilyI > Nodularia	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nodularia	1	1.905631120503918e-5	2.716602764760723e-5
575	Firmicutes > Bacilli > Bacillales > Bacillaceae > Paraliobacillus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paraliobacillus	1	1.875031447816453e-5	1.5435242981595016e-5
576	Firmicutes > Bacilli > Lactobacillales > Carnobacteriaceae > Marinilactibacillus	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	1	1.855189049516101e-5	3.087048596319003e-5
577	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Sphingobacteriaceae > Mucilaginibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	4	1.829333863661384e-5	2.0374520735705422e-5
578	Nitrospirae > Nitrospira > Nitrospirales > Nitrospirales Incertae Sedis > Candidatus Methylomirabilis	Nitrospirae	Nitrospira	Nitrospirales	Nitrospirales Incertae Sedis	Candidatus Methylomirabilis	2	1.8254967534051028e-5	3.642717343656424e-5
579	Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Labrys	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	2	1.8208692640685952e-5	1.6052652700858816e-5
580	Bacteroidetes > Bacteroidia > Bacteroidales > Prevotellaceae > Prevotella 9	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	2	1.820817457086574e-5	1.3583013823803615e-5
581	Actinobacteria > Actinobacteria > Corynebacteriales > Nocardiaceae > Rhodococcus	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	1	1.8205984726162787e-5	1.7904881858650218e-5
582	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Rubritepida	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida	1	1.8092067907335305e-5	2.3461569332024424e-5
583	Firmicutes > Bacilli > Bacillales > Planococcaceae > Jeotgalibacillus	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	1	1.8066760262244736e-5	1.6670062420122617e-5
584	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhodobiaceae > Tepidamorphus	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus	1	1.7892417518227623e-5	1.4817833262331216e-5
585	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Roseimicrobium	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	1	1.768600535558325e-5	2.2226749893496824e-5
586	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Formosa	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	1	1.761844603813489e-5	1.4200423543067415e-5
587	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Limibacter	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Limibacter	1	1.7450398588677642e-5	1.4200423543067415e-5
588	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Solimonadaceae > Polycyclovorans	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	Polycyclovorans	4	1.7385681213177884e-5	2.1609340174233023e-5
589	Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Mobilitalea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	2	1.732188663930713e-5	1.5435242981595016e-5
590	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 3	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 3	1	1.726419150423865e-5	1.3583013823803615e-5
591	Dictyoglomi > Dictyoglomia > Dictyoglomales > Dictyoglomaceae > Dictyoglomus	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	1	1.7007148238887072e-5	1.6670062420122617e-5
592	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Microcoleus	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Microcoleus	3	1.690628435209037e-5	1.8522291577914018e-5
593	Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Litorilinea	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	1	1.6878280170633004e-5	2.4696388770552025e-5
594	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Acidobacterium	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidobacterium	1	1.6808640208176002e-5	1.4817833262331216e-5
595	Firmicutes > Negativicutes > Selenomonadales > Veillonellaceae > Pelosinus	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	1	1.6785902539053618e-5	1.6052652700858816e-5
596	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingosinicella	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	1	1.6761190196215393e-5	1.7287472139386417e-5
597	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Maritimimonas	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	1	1.607193865731309e-5	1.3583013823803615e-5
598	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Catenuloplanes	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catenuloplanes	1	1.6061990198012324e-5	1.9757111016441622e-5
599	Chlamydiae > Chlamydiae > Chlamydiales > Waddliaceae > Waddlia	Chlamydiae	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	1	1.5953037683145742e-5	1.6052652700858816e-5
600	Proteobacteria > Betaproteobacteria > Neisseriales > Neisseriaceae > Vogesella	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Vogesella	3	1.5608330430622016e-5	1.8522291577914018e-5
601	Chloroflexi > Dehalococcoidia > Dehalococcoidales > Dehalococcoidaceae > Dehalogenimonas	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	2	1.5606782307918125e-5	1.4817833262331216e-5
602	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Sporocytophaga	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	2	1.5388457114670222e-5	1.6052652700858816e-5
603	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Lapillicoccus	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus	1	1.5231895015794043e-5	1.2965604104539813e-5
604	Firmicutes > Negativicutes > Selenomonadales > Veillonellaceae > Anaerosinus	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerosinus	1	1.4980607824136301e-5	1.4817833262331216e-5
