	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Actinospica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43500643500643e-05	0	4.60447555023483e-05	6.06612071580224e-05	8.12413681046389e-05	0	0	0	0	0	0	8.86917960088692e-05	0	0	6.8036467546605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinotalea	3.91512019418996e-05	0	0.000155726855096161	7.53012048192771e-05	5.66893424036281e-05	0	0.00023028209556707	0.000237201027871121	3.14534645991256e-05	0.000122812404052809	0.000174565767652963	0	0.00249233128834356	0.00153717160424818	0.00237462342725501	0.00125246018965826	0.00135135135135135	0.00034944670937682	4.60447555023483e-05	0	8.12413681046389e-05	2.67565687376251e-05	0.000313354603463993	0.000721847930702599	0.000232081383205044	0.000406801724839313	0	8.86917960088692e-05	0	0.000178475816526861	6.8036467546605e-05	0.000255102040816327	0.000704721634954193	0.00023257166114309	0.00018910741301059	0.000198859870078218	0.000152788388082506	6.50406504065041e-05	4.8344210780759e-05	5.32907007727152e-05	6.3335233390335e-05	6.52997257411519e-05	0	0.000239440666602816	0.000281056773468241	0.000147145379635079	6.67779632721202e-05	7.96051584142652e-05	9.6487842531841e-05	0.000273610287746819	0	6.60371128574259e-05	0.000131319763624425	0	0.000162760416666667	0.00024588148512417	0.000273224043715847	8.97666068222621e-05	9.64785335262904e-05	7.68108149627468e-05	0.000308784931295353	6.60371128574259e-05	0.000258754528204244	0.000828786518405967	0.000421027306628173	0.000133922592741395	0.00017640832647301	0.000502528345739502	0.000948496632836953	0.000413198748598076	0.00159395973154362	0.00104074933952446	0.00627811094452774	0.00401777561331954	0.00151474650271763	0.00415672388576707	0.00069643271686141	0.00116580310880829	0.000542038063117321	0.00460430095877796	0.00147362216327734	0.00403840022671721	0.000564220368355298	0.000419492414178844	0.00103802963102765	0.000450479438831328	0.000621328513330321	0.0033361977455391	0.00195211574898088	0.00135413600235502
Adhaeribacter	0.000430663221360896	0.000112090868330593	0.000467180565288484	0.000150602409638554	0	0	5.75705238917674e-05	3.95335046451868e-05	9.43603937973768e-05	0.000184218606079214	0.000174565767652963	7.36377025036819e-05	0.000143788343558282	0.00111794298490777	0.000708842814105972	0.000322061191626409	0.000321750321750322	5.824111822947e-05	9.20895110046966e-05	6.06612071580224e-05	8.12413681046389e-05	5.35131374752502e-05	0.000911577028258888	0.00210538979788258	0.000309441844273392	0.000244081034903588	0.000263310337563853	0.000532150776053215	0.000153444836581249	0.000713903266107442	0.000476255272826235	0.00076530612244898	0.00032032801588827	0.000116285830571545	6.30358043368633e-05	0	0.000152788388082506	0.000130081300813008	9.6688421561518e-05	0.000266453503863576	0.000285008550256508	0.000130599451482304	0.00020344500203445	9.57762666411263e-05	0.00018737118231216	0.000147145379635079	0.000267111853088481	0.00708485909886961	0.000385951370127364	0.00013680514387341	0	0.000198111338572278	0	0.000264038021475092	0.000162760416666667	0.00024588148512417	0.000204918032786885	8.97666068222621e-05	9.64785335262904e-05	0.000307243259850987	0.000231588698471515	0.000132074225714852	0.000258754528204244	0.000138131086400995	0.000240587032358956	0.00154010981652605	0.00158767493825709	0.00128772888595747	0.000331973821492934	0.000118056785313736	0.000167785234899329	0.000320230566007525	0.0094640179910045	0.000791380045047787	0.000891027354539784	7.69763682549457e-05	0.00224406097655343	0.0016839378238342	0.00102384967477716	0.00758355452034018	0.0120100206307103	0.000814764958021892	0.00100753637206303	0.00468433195833042	0.00462395017457771	0.00193062616641998	0.00530953456845911	0.00485265126623869	0.00120571855084113	0.000794818957904033
Aequorivita	3.91512019418996e-05	7.47272455537289e-05	0	0	0	0	0	3.95335046451868e-05	0	0	8.72828838264816e-05	7.36377025036819e-05	0	6.98714365567356e-05	0	0.000143138307389515	0.000128700128700129	0.00081537565521258	0	0	0	2.67565687376251e-05	2.84867821330902e-05	0	3.8680230534174e-05	0	5.26620675127706e-05	0	0	0.000118983877684574	0.00401415158524969	0.0079719387755102	0.00172977128579666	0.000290714576428862	0	0.000198859870078218	0	6.50406504065041e-05	0	0	0	3.26498628705759e-05	0.00020344500203445	4.78881333205632e-05	0	0	0	0	0	4.56017146244699e-05	0	6.60371128574259e-05	0	0	0	0.00024588148512417	6.83060109289617e-05	0.000179533213644524	0	0	0	0	0	6.90655432004973e-05	6.0146758089739e-05	0.000133922592741395	0.000117605550982006	6.28160432174377e-05	4.74248316418477e-05	0	0	8.00576415018814e-05	0	6.0875388080599e-05	0	0	0	0.00155440414507772	0.000361358708744881	0.000487514219164726	0.000589448865310934	0	0	6.99154023631406e-05	9.43663300934227e-05	6.43542055473325e-05	0	0.000303290704139918	0	8.83132175448925e-05
Aeromicrobium	3.91512019418996e-05	3.73636227768644e-05	0	7.53012048192771e-05	0	8.87902330743618e-05	5.75705238917674e-05	3.95335046451868e-05	0	6.14062020264047e-05	0	7.36377025036819e-05	4.79294478527607e-05	0	3.54421407052986e-05	0.00028627661477903	0.000707850707850708	5.824111822947e-05	4.60447555023483e-05	0.000121322414316045	0	0	0.000284867821330902	0.000120307988450433	7.7360461068348e-05	0	0.000473958607614935	0.000709534368070953	7.67224182906245e-05	0.000832887143792016	6.8036467546605e-05	0.000191326530612245	6.40656031776539e-05	0	0	6.62866233594061e-05	7.63941940412529e-05	0	0	0	0	0	0	4.78881333205632e-05	0.000281056773468241	0	0	0	9.6487842531841e-05	9.12034292489398e-05	0	0	0	8.80126738250308e-05	8.13802083333333e-05	8.19604950413901e-05	0	0	0	0	3.85981164119191e-05	0	0	0	0	6.69612963706977e-05	0	0.000125632086434875	4.74248316418477e-05	0.000177085177970604	8.38926174496644e-05	0.000160115283003763	9.37031484257871e-05	0	0	0	0.000425597771415306	0	0	0	0	0.000354245633922562	4.03014548825213e-05	0	9.43663300934227e-05	0.000643542055473325	0.000282422051513782	0.000808775211039782	0.000344491014526038	0.000176626435089785
Aeromonas	0	0	0	0	5.66893424036281e-05	4.43951165371809e-05	5.75705238917674e-05	3.95335046451868e-05	3.14534645991256e-05	6.14062020264047e-05	0	0	4.79294478527607e-05	6.98714365567356e-05	0.000106326422115896	0.000107353730542136	6.43500643500643e-05	0.00017472335468841	4.60447555023483e-05	0	0	0	0.00891636280765725	6.01539942252166e-05	0.00181797083510618	8.13603449678627e-05	5.26620675127706e-05	0	0	0.000178475816526861	0.00149680228602531	0	0.000192196809532962	0.000348857491714635	0.00018910741301059	0.000132573246718812	0	0	0	0.000479616306954436	0.000601684717208183	0.0017630925950111	6.781500067815e-05	0.000143664399961689	0.00018737118231216	0.000367863449087699	0.000267111853088481	0.000318420633657061	0.000771902740254728	4.56017146244699e-05	0	0.000132074225714852	0	0	8.13802083333333e-05	0	0	0	0	7.68108149627468e-05	0.000115794349235757	0.000396222677144555	0	0	0	0.000133922592741395	0.000294013877455016	9.42240648261566e-05	4.74248316418477e-05	0.000118056785313736	0.000167785234899329	0.000240172924505644	9.37031484257871e-05	6.0875388080599e-05	8.91027354539784e-05	0.00500346393657147	7.73814129846011e-05	0.000194300518134715	0.000421585160202361	0.000270841232869292	0	0	0	0	9.43663300934227e-05	6.43542055473325e-05	0	0	0.000114830338175346	5.88754783632617e-05
Aestuariibaculum	0	3.73636227768644e-05	0	0	5.66893424036281e-05	4.43951165371809e-05	5.75705238917674e-05	0	0	0	0	0	9.58588957055215e-05	0.000139742873113471	7.08842814105972e-05	7.15691536947576e-05	6.43500643500643e-05	0.00011648223645894	0	6.06612071580224e-05	0	2.67565687376251e-05	0	0	3.8680230534174e-05	0	5.26620675127706e-05	0	0	0	0.00013607293509321	0.000318877551020408	0	5.81429152857724e-05	0.000126071608673727	0	7.63941940412529e-05	6.50406504065041e-05	0	0.000479616306954436	0.0147254417632529	0.000816246571764399	0.0004068900040689	0.000239440666602816	0	0.000294290759270159	6.67779632721202e-05	7.96051584142652e-05	0	4.56017146244699e-05	0.000150840938230636	0	0.000393959290873276	0.000440063369125154	8.13802083333333e-05	0.00040980247520695	0.00314207650273224	0.00107719928186715	0	0	0	0	0	0	0	0	0	3.14080216087189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54245633922562e-05	4.03014548825213e-05	0	0	0	0	0	0	0
Agaricicola	0	3.73636227768644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107353730542136	0.000386100386100386	0	0	0	0	0	0.000170920692798541	0	0	0	5.26620675127706e-05	0	0	0.000118983877684574	0	0	0	0	0	0	7.63941940412529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14080216087189e-05	0	0	8.38926174496644e-05	0	0	0	0	0	0	0	0	0	0	0	4.03014548825213e-05	0	0	0	0	0	0	0
Agromyces	7.83024038837992e-05	3.73636227768644e-05	0.000311453710192323	0.000150602409638554	0.000340136054421769	4.43951165371809e-05	0.000172711571675302	0.000197667523225934	9.43603937973768e-05	0	8.72828838264816e-05	0.000147275405007364	0.000191717791411043	0.000349357182783678	0.000141768562821194	0.000393630345321167	0.000386100386100386	0.00034944670937682	0.000184179022009393	0.000121322414316045	0.000162482736209278	5.35131374752502e-05	5.69735642661805e-05	0.00018046198267565	0.00100568599388852	0.000325441379871451	0.000526620675127705	0.000975609756097561	0.000153444836581249	0.00208221785948004	0.000884474078105865	0.000191326530612245	0.000128131206355308	0.000377928949357521	0.000252143217347453	0.000265146493437624	0.000229182582123759	0.000195121951219512	0.000290065264684554	0.000159872102318145	0.000728355183988853	0.000750946846023247	0.00020344500203445	0.000335216933243942	0.000374742364624321	0.000147145379635079	0.000333889816360601	0.000716446425728387	9.6487842531841e-05	0.00013680514387341	7.54204691153179e-05	0	0	0	0	8.19604950413901e-05	0	0	0	7.68108149627468e-05	0	0	0	0	0	0.000200883889112093	0	3.14080216087189e-05	0	0	8.38926174496644e-05	8.00576415018814e-05	0	6.0875388080599e-05	0	0	7.73814129846011e-05	0.000194300518134715	0	0	0	7.08491267845124e-05	8.06029097650425e-05	0.000139830804726281	0	0	0.000112968820605513	5.05484506899864e-05	0	2.94377391816309e-05
AKYG587	0.000156604807767598	0.000261545359438051	0.000233590282644242	0	0.000113378684807256	4.43951165371809e-05	0	7.90670092903736e-05	3.14534645991256e-05	0	8.72828838264816e-05	7.36377025036819e-05	0.00062308282208589	0.0146031302403577	0.000531632110579479	3.57845768473788e-05	6.43500643500643e-05	0.00011648223645894	0	0.000121322414316045	0.000162482736209278	5.35131374752502e-05	0.000769143117593437	0.000421077959576516	0.000696244149615132	0.00244081034903588	0.000105324135025541	8.86917960088692e-05	0.000383612091453123	0.00107085489916116	0	0.000127551020408163	6.40656031776539e-05	0.000174428745857317	0.000126071608673727	0.000132573246718812	7.63941940412529e-05	0.000130081300813008	0.000145032632342277	5.32907007727152e-05	9.50028500855026e-05	6.52997257411519e-05	0.0001356300013563	0	9.36855911560802e-05	0	0	0.000716446425728387	0.000385951370127364	9.12034292489398e-05	0	6.60371128574259e-05	6.56598818122127e-05	8.80126738250308e-05	8.13802083333333e-05	8.19604950413901e-05	0	0	9.64785335262904e-05	7.68108149627468e-05	0	6.60371128574259e-05	8.62515094014145e-05	0.000138131086400995	0	0.00140618722378465	0.000882041632365048	0.000408304280913345	4.74248316418477e-05	5.9028392656868e-05	0.000167785234899329	0.000240172924505644	0	0.000243501552322396	0.000534616412723871	7.69763682549457e-05	0.000116072119476902	0.000518134715025907	0.000240905805829921	0.000108336493147717	0	0	0.000604521823237819	0.00125847724253653	0.000754930640747381	0.000193062616641998	0.000225937641211026	0	0.000287075845438365	5.88754783632617e-05
Albidiferax	3.91512019418996e-05	0	0	0	0	0	0	0	0	0	0	7.36377025036819e-05	0	0	0	0	6.43500643500643e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115794349235757	6.60371128574259e-05	8.62515094014145e-05	0	0	0	0.000117605550982006	9.42240648261566e-05	0	5.9028392656868e-05	0	8.00576415018814e-05	9.37031484257871e-05	0	0	0.00200138557462859	0.000154762825969202	0	0	0.000812523698607876	0	0.000177122816961281	0	0	0	0	0	0	0	8.83132175448925e-05
Alcanivorax	0	0	0	0	5.66893424036281e-05	0	0	0	3.14534645991256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029783777511314	8.13603449678627e-05	0	0	0	0	0.00108858348074568	0.000127551020408163	0	2.90714576428862e-05	0	0	0	0	0	0	3.16676166951675e-05	0	0	0	9.36855911560802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algoriphagus	3.91512019418996e-05	3.73636227768644e-05	0.000155726855096161	0.000301204819277108	0.000226757369614512	4.43951165371809e-05	0.000172711571675302	0.000158134018580747	3.14534645991256e-05	0.000307031010132023	8.72828838264816e-05	7.36377025036819e-05	0.00138995398773006	0.000698714365567356	0.000744284954811271	0.000393630345321167	0.000257400257400257	0.00034944670937682	4.60447555023483e-05	0.000363967242948135	0.000243724104313917	0.000160539412425751	0.000227894257064722	0.000120307988450433	0.000464162766410088	0.000325441379871451	0.000105324135025541	0	7.67224182906245e-05	0	0.00469451626071574	0.00376275510204082	0.0113396117624447	0.00241293098435956	0.000252143217347453	0.000132573246718812	0.000152788388082506	0.000260162601626016	9.6688421561518e-05	0.0196109778843592	0.0275191589081006	0.0139088415828654	0.0021700800217008	0.000814098266449574	0.00018737118231216	0.000809299587992937	0	0.000557236108899857	0.00096487842531841	0.000410415431620229	0.000754204691153179	0.000528296902859407	0.00210111621799081	0.000968139412075339	0.000895182291666667	0.000983525940496681	0.000683060109289617	0.000807899461400359	0.000482392667631452	0.000460864889776481	0.00521074571560908	0.0017830020471505	0.00215628773503536	0.000207196629601492	0.000541320822807651	0.00542386500602652	0.00482182759026226	0.00417726687395961	0.00194441809731575	0.00106251106782362	0.00125838926174497	0.0101673204707389	0.0193965517241379	0.00377427406099714	0.00570257506905462	0.00130859826033408	0.00824112048286002	0.0104274611398964	0.00614309804866297	0.0026000758355452	0.00972590627763042	0.00138155797229799	0.00108813928182807	0.000978815633083968	0.00217042559214872	0.00148014672758865	0.00886805241753276	0.011171207602487	0.000746397198139749	0.00209007948189579
Alicyclobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.824111822947e-05	0	0	0	0	0	6.01539942252166e-05	0	0	0	0	7.67224182906245e-05	5.94919388422869e-05	6.8036467546605e-05	0	0	2.90714576428862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56017146244699e-05	0	0	0	0	0	0	0	0	0	7.68108149627468e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aliidiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.781500067815e-05	0	9.36855911560802e-05	0.000147145379635079	0.000200333889816361	0	0	0	0.000226261407345954	0.000132074225714852	0.000131319763624425	8.80126738250308e-05	0	0	0	8.97666068222621e-05	0	0	0.000192990582059595	0	8.62515094014145e-05	0.00890945507286415	0.00637555635751233	0.000133922592741395	0.000117605550982006	3.14080216087189e-05	4.74248316418477e-05	0	8.38926174496644e-05	0.000240172924505644	0	0	0.000178205470907957	7.69763682549457e-05	3.86907064923006e-05	0.000194300518134715	6.02264514574801e-05	5.41682465738584e-05	0	7.08491267845124e-05	4.03014548825213e-05	0	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0.000101096901379973	0.000172245507263019	5.88754783632617e-05
Aliihoeflea	0	0	7.78634275480807e-05	0	0	0	0	0	0	0	8.72828838264816e-05	0	0.000862730061349693	6.98714365567356e-05	0.000425305688463583	3.57845768473788e-05	0	0.00029120559114735	0	0	0	0	0	0	3.8680230534174e-05	0	0	0	0.000230167254871874	0	0	0	0	0	6.30358043368633e-05	0	7.63941940412529e-05	0	0	5.32907007727152e-05	0	3.26498628705759e-05	0	0	0	0	0	0.00015921031682853	0	0	0	6.60371128574259e-05	0	0.000176025347650062	0	0	0	0	0	0	0	0	0	6.90655432004973e-05	0.000360880548538434	0.000133922592741395	0.00017640832647301	3.14080216087189e-05	0	0	8.38926174496644e-05	0	0	6.0875388080599e-05	0	0	0	0.00038860103626943	6.02264514574801e-05	0	0	0	0	6.99154023631406e-05	0	0	0	0	0	2.94377391816309e-05
Alkalibacter	0	3.73636227768644e-05	0	0	0	0	0	0	0	0	0	0	9.58588957055215e-05	0.000349357182783678	0.000354421407052986	0	0	0	0	0	0	0	0	6.01539942252166e-05	0	0	0	0	0	5.94919388422869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78881333205632e-05	9.36855911560802e-05	0.000441436138905238	6.67779632721202e-05	0	0.000192975685063682	4.56017146244699e-05	0	6.60371128574259e-05	0.000131319763624425	0	0.000162760416666667	0.00016392099008278	0.000273224043715847	0	0	0	0	0	0	0.000414393259202984	0.000240587032358956	0	0.000117605550982006	0.000125632086434875	4.74248316418477e-05	0	0	0.000240172924505644	0	0	0	0	3.86907064923006e-05	6.47668393782383e-05	0	0	0	0	4.03014548825213e-05	0.000139830804726281	0	0	5.64844103027564e-05	0	0	0
Alkaliflexus	0	0	7.78634275480807e-05	0	5.66893424036281e-05	0	0	0	0	0	0	0	0.000958588957055215	0	0	0	0	0	0	0	0	0	0	0	7.7360461068348e-05	0	0	0	0	0	0	0.000191326530612245	0	0.000116285830571545	0	0	0	0	0	0	0	0	6.781500067815e-05	0	0	0.000220718069452619	6.67779632721202e-05	0.00015921031682853	0	4.56017146244699e-05	0	0.000132074225714852	0	0	8.13802083333333e-05	0	0	0	0	7.68108149627468e-05	7.71962328238382e-05	6.60371128574259e-05	0	0.00538711236963879	0.00390953927583303	0	5.88027754910032e-05	6.28160432174377e-05	0	0	0.000167785234899329	0.00784564886718437	0	6.0875388080599e-05	8.91027354539784e-05	7.69763682549457e-05	0	0	0	0	0	0	4.03014548825213e-05	6.99154023631406e-05	9.43663300934227e-05	0	0	0.000101096901379973	5.7415169087673e-05	0
Alkaliphilus	0	0	0	0	0	0	0	0	0	6.14062020264047e-05	0	0	0.000191717791411043	0.000558971492453885	0.000744284954811271	0.000250492037931651	0	0.00017472335468841	4.60447555023483e-05	0	0	0	0	0	0.000618883688546784	0.000325441379871451	0	0	0.000537056928034372	0	0.000204109402639815	6.37755102040816e-05	0	2.90714576428862e-05	0	6.62866233594061e-05	7.63941940412529e-05	0	0	0.00010658140154543	3.16676166951675e-05	6.52997257411519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207196629601492	0	0	0	0	4.74248316418477e-05	0	8.38926174496644e-05	0	0	0.000121750776161198	0	0	0	6.47668393782383e-05	0	0	0	0	0	0	0	0	0	0	0	0
Alpinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	0	4.60447555023483e-05	0	0	5.35131374752502e-05	0	0	0	0	5.26620675127706e-05	0	0	0	0	0	0	2.90714576428862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Altererythrobacter	0.000430663221360896	0.000373636227768644	0.000233590282644242	0.000301204819277108	0.000396825396825397	0.000221975582685905	0.000287852619458837	0.000276734532516308	0.000188720787594754	0.000184218606079214	0.000349131535305927	0.000220913107511046	0.00795628834355828	0.00419228619340414	0.0109870636186426	0.00314904276256933	0.00392535392535393	0.00366919044845661	0.000230223777511741	0.000303306035790112	8.12413681046389e-05	0.000240809118638626	0.00173769371011851	0.00938402309913378	0.00336518005647314	0.00113904482955008	0.00247511717310022	0.000886917960088692	0.00115083627435937	0.00612766970075555	0.00360593277997006	0.00261479591836735	0.00281888653981677	0.00101750101750102	0.00107160867372668	0.00225374519421981	0.000763941940412529	0.000390243902439024	0.000338409475465313	0.00202504662936318	0.0049718158211413	0.00368943450437508	0.00454360504543605	0.00296906426587492	0.00018737118231216	0.00338434373160683	0.000734557595993322	0.00286578570291355	0.00453492859899653	0.000547220575493639	0.000980466098499133	0.0020471504985802	0.00334865397242285	0.00167224080267559	0.00252278645833333	0.000983525940496681	0.00484972677595628	0.000987432675044883	0.000192957067052581	0.000614486519701974	0.000656167979002625	0.000132074225714852	8.62515094014145e-05	0.00214103183921542	0.000902201371346084	0.00361591000401768	0.0036457720804422	0.00103646471308772	0.000995921464478801	0.000236113570627472	0.00100671140939597	0.000400288207509407	0.0021551724137931	0.000913130821208985	0.00151474650271763	0.00177045646986375	0.00390776135572236	0.00375647668393782	0.00156588773789448	0.00422512323276096	0.00508399646330681	0.00471146693117007	0.00116874219159312	0.00244703908270992	0.000943663300934227	0.00193062616641998	0.00175101671938545	0.00126371126724966	0.00126313371992881	0.00108919634972034
